id,type,heading,totalCount,numSubCategories,subHeading,numOfDuas,arabic,roman,translation,refText,refType,refChapter,headingRoman
116,Guidance,Seeking refuge from weaknesses & sadness,1,0,Seeking refuge from weaknesses & sadness,1,"اللّهُمَّ إِنِّي أَعْوذُبِكَ مِنَ الهَمِّ وَالْحَزَنِ، والعجْرِ والكَسَلِ والبُخْلِ والجُبْنِ، وضَلَعِ الدَّيْنِ وغَلَبَةِ
الرِّجال",میں تیری پناہ مانگتا ہوں غم اور پریشانی سے، عاجزی اور سستی سے، بخل اور خوف سے، قرض کی مشقت اور لوگوں کے غلبے سے۔,"O Allah, I seek refuge in You from grief and sadness, from weakness and from laziness, from miserliness and from cowardice, from | being
overcome by debt and from being overpowered by men (i .e. other people).[2]","Sahih al-Bukhari, Hadith",Hadith,6369,کمزوری اور غم سے پناہ مانگنا
117,Daily,Duas for good character & personality traits,1,0,Duas for good character & personality traits,1,اللَّهُمَ فَاَيّمَامُؤْ مِنٍ سَبَبْتُهُ فَاجْعَلْ ذَلِكَ لَهُ قُرْبَةً إِلَيْكَ يَوْمَ الْقِيَامَةِ,اللّٰہُمَّ جس بھی مومن کو میں نے گالی دی ہو، تو اس کے لیے وہ گالی قیامت کے دن تیرے نزدیک قربت بنائے,"O Allah! If I should ever abuse a believer, please let that be a means of bringing him near to You on the Day of Resurrection.","[1] Narrated Abu Huraira: that he heard the Prophet (s) saying, ""O Allah! If I should ever abuse a believer, please let that be a means of bringing him near to
You on the Day of Resurrection."" Reference: Sahih al-Bukhari 6361 (Book 80, Hadith 58). Translated by Dr. Muhammad Muhsin Khan",Hadith,,اچھے اخلاق اور صفات کے لیے دعائیں
118,Protection,Seeking refuge from declining of favours and punishments,1,0,Seeking refuge from declining of favours and punishments,1,اللَّهُمَّ إِنِّي أَعُوذُبِكَ مِنْ زَوَالِ نِعْمَتِكَ، وَتَحَوُّلِ عَافِيَتِكَ، وَفُجَاءَةِ نِقْمَتِكَ، وَجَميع سَخَطِكَ,میں تیری پناہ مانگتا ہوں تیری نعمتوں کے زوال سے، تیری عافیت کے بدلنے سے، تیری عذاب کی اچانک آمد سے، اور تیری تمام ناراضگیوں سے,"O Allah! I seek refuge in You against the declining of Your Favours, passing of safety, the suddenness of Your punishment and all that which
displeases You).",.((رواه مسلم)).[used to supplicate thus: [this dua صلى الله عليه وآله وسلم Abdullah,Hadith,,نعمتوں کے زوال اور سزا سے بچنے کی دعا
119,Guidance,Duas for guidance & uprightness in religion,1,0,Duas for guidance & uprightness in religion,1,الَّهُمَّإِي أَعُوذُبِكَ أَنْ أَضِلَّ، أَوْ أُضَلَّ، أَوْ أَزِلَّ، أَوْ أُزَلَّ، أَوْ أَظْلِمَ، أَوْ أُظْلَمَ، أَوْ أَجْهَلَ، أَوْ يُجْهَلَ عَلَيَّ,میں تیری پناہ مانگتا ہوں کہ میں گمراہ ہوں، یا گمراہ کیا جاؤں، یا میں فریب کھاؤں، یا مجھے فریب دیا جائے، یا میں ظلم کروں، یا مجھ پر ظلم کیا جائے، یا میں جاہل بنوں، یا مجھ پر جاہلیت مسلط کی جائے۔,"O Allah, I seek refuge in You lest I misguide others, or I am misguided by others, lest I cause others to err or I am caused to err, lest I abuse
others or be abused, and lest I behave foolishly or meet with the foolishness of others.","[1]Umm Salamah رضى الله عنها said, ""Never did the Prophet صلى الله عليه وسلم leave my house without looking towards heaven, supplicating: [this dua]. "" [Abu
Dawud, Ibn Majah, An-Nasa'i, At-Tirmithi.",Hadith,,ہدایت اور دین پر استقامت کی دعائیں
120,Provision/ Wealth,Dua for increase & blessing in wealth and offspring,1,0,Dua for increase & blessing in wealth and offspring,1,"اللَّهُمَّ أكْثِرْ مَالِى، وَوَلَدِى، وَبَارِكْلِى فِى مَا أعْطَى تَنِى وَأطِلْ حَىَ اذِى عَلَى طَاعَتِكَ، وَأحْسِنُ عَمَدِى
وَاغْفِرْلِى",میرے مال، میری اولاد میں اضافہ فرما، اور جو کچھ تُو مجھے دے، اس میں برکت ڈال، اور مجھے اپنی اطاعت میں لمبی عمر عطا فرما، اور میری کوششوں کو بہتر بنا، اور مجھے معاف فرما۔,"O Allah, increase my wealth and offspring, and bless me in what You have given me [1] [and direct my life to Your obedience and rectify my
actions] and forgive my sins [2]","[1] Al Bukhari 7/54 and Muslim 4/1928. It is indicative of the supplicaation offered by the Prophet for Anas bin Malik where he stated ""O Allah, increase his
wealth and offspring and bless him in what you have given him.""",Hadith,,مال و اولاد میں برکت اور زیادتی کی دعا
121,Daily,A comprehensive dua,1,0,A comprehensive dua,1,"اللَّهُمَ إِنِي أَسْأَلُكَ الثَّبَاتَ فِي الأَمْرِ، وَالْعَزِيمَةَ عَلَى الرُّشْدِ، وَأَسْأَلكَ مُوجِبَاتِ رَحْمَتِكَ، وَعَزَابِمَ مَغْفِرَتِكَ،
وَأَسْأَلُكَ شُكْرَ نِعْمَنِكَ، وَحُسْنَ عِبَادَتِكَ، وَأَسْأَلُكَ قَلْبَاً سَلِيمَاً، وَلِسَانَاً صَادِقَاً، وَأَسْأَلُكَ مِنْ خَيْرِْ مَا تَعْلَمُ،
وَأَعُوذُبِكَ مِنْ شَرِّ مَا تَعْلَمُ، وَأَسْتَغْفِرُكَ لِمَا تَعْلَمُ، إِنَّكَ أنْتَ عَلاَّمُ الْغُيُوبِ",میں تجھ سے امر میں ثابت قدمی، ہدایت پر عزم، تیری رحمت کے اسباب، اور تیرے مغفرت کے عذاب سے پناہ مانگتا ہوں، اور تجھ سے تیری نعمتوں کا شکر، تیری عبادت کا حسن، اور ایک صاف دل اور سچے زبان کی دعا کرتا ہوں، اور تجھ سے وہ خیر مانگتا ہوں جو تُو بہتر جانتا ہے، اور میں تیری پناہ مانگتا ہوں اس شر سے جو تُو جانتا ہے، اور میں تجھ سے معافی مانگتا ہوں اس بارے میں جو تُو جانتا ہے، بے شک تُو ہی غیب کا جاننے والا ہے۔,"O Allaah verily I ask of You for strength of perseverance of obedience on the Deen, and determination in practicing of the Deen and
goodness. And I ask of You for that which obligates Your mercy and resolutions for Your forgiveness. And I ask of You for the capability to
be thankful for Your blessings and to worship you in a correct and good way. And I ask of You for a heart which is purified in belief and free
from desires and a truthful tongue. And ask of You for the best of what You know, and I seek refuge with You from the evil of what You know
and I seek forgiveness for that which You know. Indeed You are the One who knows the unseen.","Collected by Tabraani in 'Mu'ajam al-Kabeer' (7/335-336), Abu Na'eem in 'al-Hileeyah' (1/266), Ibn Aasakir in 'Tareekh Damishk'. Albaani said this Isnaad is
Jayyid, in 'Silsilah Saheehah' No. 3228.",Hadith,,جامع دعا
122,Illness,Dua for healing and good health,1,0,Dua for healing and good health,1,اللَّهُمَ ربَّ النَّاسِ، أَذْهِب الْبَأسَ، واشْفِ، أَنْتَ الشَّافي لا شِفَاءَ إِلاَّ شِفَاؤُكَ، شِفاءَ لا يُغَادِرُ سقَماً,لوگوں کے رب، بیماری کو دور فرما، اور شفا دے، تُو ہی شفا دینے والا ہے، تیرے سوا کوئی شفا دینے والا نہیں، ایسی شفا دے جو کوئی بیماری باقی نہ چھوڑے۔,"O Allaah, Lord of mankind, do away with my suffering. Heal (me) as You are the only Healer and there is no cure except that of Yours, it is
that which leaves no ailment behind","(Al Bukhari (with Al-Fath 10/206) and Muslim 4/1721) Source: From the Book ""Supplications & Treatment with Ruqyah (Pocket size)"" - Dr. Sa'eed bin Ali Al-
Qahtani - Dar-us-Salam Publication",Hadith,,شفا اور اچھی صحت کی دعا
123,Guidance,Duas for paradise and refuge from hellfire,1,0,Duas for paradise and refuge from hellfire,1,"اللَّهُمَ إِّي أَسْأَلُكَ الْجَنَّةَ، وَمَا قَزَّبَ إِلَيْهَا مِنْ قَوْلٍ أَوْ عَمَلٍ، وَأَعُوذُبِكَ مِنَ النَّارِ وَمَا قَرَّبَ إِلَيْهَا مِنْ قَوْلٍ أَوْ
عَمَلٍ",میں تجھ سے جنت مانگتا ہوں اور جو بات یا عمل جنت تک پہنچاتا ہو، اور میں تیری پناہ مانگتا ہوں آگ سے اور جو بات یا عمل آگ تک پہنچاتا ہو۔,"O Allaah, I ask of You for Paradise and that which brings me closer to it of statements or actions. And I seek refuge with You from the
Hellfire and that which takes me closer to it of statements or actions.",Authenticated by Albaani in Saheeh Ibn Majah 2/327,Hadith,,جنت کی دعائیں اور دوزخ سے پناہ کی دعائیں
124,Guidance,"Dua for a submissive heart and satisfied soul, and answered prayers",1,0,"Dua for a submissive heart and satisfied soul, and answered prayers",1,اللَّهُمّ إِنِّي أَعُوذُبِكَ مِنْ عِلْمٍ لَا يَنْفَعُ وَمِنْ قَلْبٍ لا يَخْشَعُ وَمِنْ نَفْسِ لَا تَشْبَعُ وَمِنْ دَعْوَةِلَا يُسْتَجَابُ لَهَا,میں تیری پناہ مانگتا ہوں ایسے علم سے جو فائدہ نہ دے، اور ایسے دل سے جو خشوع نہ کرے، اور ایسی نفس سے جو کبھی مطمئن نہ ہو، اور ایسی دعا سے جو قبول نہ ہو۔,"O Allah, I seek refuge with You from knowledge that does not benefit, from a heart that is not humbly submissive; from a soul that is never
satisfied, and from a supplication that is not given a response.","[Sunan al-Nasa'ī 5537, Graded Sahīh by Al-Albānī]",Hadith,,فرمانبردار دل، مطمئن نفس اور قبولیت دعا کی دعا
125,Guidance,Seeking refuge with Allah from evil people around you,1,0,Seeking refuge with Allah from evil people around you,1,"اللهَمَّ إِّي أَعُوْذُبِكَ مِنْ جَارِ السُّوءِ، وَمِنْ زَوْج تَشَتِّبَنِي قَبْلَ الْمَشِيْبِ، وَمِنْ وَلَدٍ يَكُونُ عَلَيَّرَبَاً، وَمِنْ مَالِ
يَكُونُ عَلَيَّ عَذَاباً،وَمِنْ خَلِيْلٍ مَاكِرِ عَيِنُهُ تَرَانِيٍ، وَقَلْبُهُ يَرعَانِي؛ إنْ رَأَى حَسَنَةً دَفَنَهَا، وَإذَارَأَى سَيِّنَةً
أَذَاعَهَا",میں تیری پناہ مانگتا ہوں برے ہمسائے سے، اور ایسی بیوی سے جو مجھے بڑھاپے سے پہلے پریشان کرے، اور ایسے بچے سے جو میرے لئے فتنہ بنے، اور ایسے مال سے جو میرے لئے عذاب بن جائے، اور ایسے خلیل سے جو مکار ہو، جس کی آنکھیں مجھے دیکھتی ہیں، لیکن اس کا دل مجھے نقصان پہنچانے کی کوشش کرتا ہے؛ جب وہ اچھائی دیکھے تو اسے چھپاتا ہے، اور جب وہ برائی دیکھے تو اسے پھیلادیتا ہے۔,"Oh Allaah, I seek refuge with you from an evil neighbour; and from a wife who causes me to grow old before old age; and from a son who will
become a master over me; and from wealth which will become a punishment for me; and from a cunning friend whose gaze is upon me &
whose heart is plotting & planning against me, such that if he sees something good, he buries it & if he sees something bad he spreads it.","Abu Hurayrah (radee'Allaahu anhu) said that from his (Messenger of Allaah, sallAllaahu alayhee wa aalehee wasalam) supplications were [this dua]
(Collected by At Tabaraani in 'Ad Dua' (3/1425/1339) and its chain is declared 'Jayyid' (Good) by Shaikh Al Albaani in silsilatul Ahaadeethus Saheehah
(No#3137)",Hadith,,برے لوگوں سے اللہ کی پناہ
126,Protection,Dua for protection from harm/jinn/shayateen,1,0,Dua for protection from harm/jinn/shayateen,1,"أَعُوذُ بكَلِمَاتِ اللهِالتَّامَّاتِ الَّتِي لَا يُجَاوِزُهُنَّبَرُّ ولَا فَاجرُ مِنْ شَرِّ مَاخَلقَ، وبَرَأَ وذَرَأَ، ومِنْ شَرِّمَا
يَنْزِلُ مِنَ السَّمَاءِ وِمنْ شَرِّ مَا يَعْرُ جُ فيهَا، ومِن شَرِّ مَا ذَرَأَ في الأَرْضِ ومِنْ شَرِّ مَا يَخْرُ جُ مِنْهَا، وِمنْ شَرِّ فِتَنِ
اللَّيْلِ والنَّهارِ،ومِنْ شَرِّ كُلِّ طَارِقٍ إِلَّا طَارٍ قاً يَطْرُقُ بخَيْرٍ يَارَحْمَنُ",(بدکار) پار کر سکتا ہے، ہر وہ شر جو اللہ نے پیدا کیا، اس نے جسے پیدا کیا اور تخلیق کیا، آسمان سے آنے والے ہر شر سے، اور آسمان میں جو بھی شر ہے اس سے، زمین میں جو کچھ اللہ نے پیدا کیا اس کے شر سے، اور زمین سے نکلنے والے ہر شر سے، رات اور دن کے فتنوں سے، اور ہر آنے والے برے شخص کے شر سے، سوائے اس شخص کے جو خیر کے ساتھ آئے، اے رحمٰن!,"I take refuge within Allaah's perfect words which no righteous or unrighteous person can transgress, from all the evil that He has created,
made and originated. [I take refuge] from the evil that descends from the sky and the evil that rises up to it. [I take refuge] from the evil that
is spread on earth and the evil that springs from her, and I take refuge from the evil of the tribulations of night and day, and the evil of one
who visits at night except the one who brings good, O Merciful One.'","Ja'far bin Sulaymaan ad-Duba'ee narrated: Aboo at-Tayyaaj narrated to us, he said: ""I said to 'Abdur-Rahmaan bin Khanbash at-Tameemee - and he was an
old man - 'did you reach the Messenger of Allaah alu9 dule alll Lo (during his lifetime)?' He said, 'Yes.' He said: 'So I said: How did the Messenger of
Allaah ol9 dle alll gLo act on the night the shayaateen plotted against him?' So he said: 'Indeed the shayaateen descended that night upon the Messenger
of Allaah ola9 dile alll Lo from the valleys and mountain paths, and amongst them was a shaytaan, in his hand was a flame of fire, wanting to burn the face",Hadith,,نقصان/جن/شیطان سے حفاظت کی دعا
127,Trials,Anxiety and sorrow,1,0,Anxiety and sorrow,1,"اللّهُمَّ إِنِّي أَعْوذُبِكَ مِنَ الهَمِّ وَالْحَزَنِ، والعَجْزِ والكَسَلِ والبُخْلِ والجُبِْنِ، وضَلْعِ الدَّيْنِ وغَلَبَةِ
الرِّجال",میں تیری پناہ مانگتا ہوں غم اور پریشانی سے، عاجزی اور سستی سے، بخل اور خوف سے، قرض کی مشقت اور لوگوں کے غلبے سے۔,"O Allah, I seek refuge in you from grief and sadness, from weakness and from laziness, from miserliness and from cowardice, from being
overcome by debt and overpowered by men (i .e . others).","Al-Bukhari

7/158. See also Al-Asqalani, Fathul-Bari 11/173",Hadith,,پریشانی و غم
128,Trials,Supplication for one in distress,1,0,Supplication for one in distress,1,لا إِلهَ إِلا آنَت سُبْحانَك إِني كنّتَ مِنَ الظالِمين,کوئی معبود نہیں سوائے تیری ذات کے، تیری پاکیزگی ہے، بے شک میں ظالموں میں سے تھا۔,"There is none worthy of worship but You, glory is to You. Surely, I was among the wrongdoers.[3]","At-Tirmithi 5/529. Al-Hakim declared it authentic and Ath-Thahabi agreed with him 1/ 505. See also Al-Albani, Sahih At-Tirmithi 3/168.",Hadith,,کسی مصیبت زدہ کے لیے دعا
129,Trials,Upon encountering an enemy or those of authority,1,0,Upon encountering an enemy or those of authority,1,اللّهُمَّ أَنْتَ عَضُدي، وَأَنْتَ نَصيري، بِكَ أَجولُ وَبِكَ أَصولُ وَبِكَ أُقاتِل,اللّٰہُمَّ تُو ہی میرا مددگار ہے، اور تُو ہی میرا نصیر ہے، تیری مدد سے ہی میں چلتا ہوں، اور تیری مدد سے ہی میں اٹھتا ہوں، اور تیری مدد سے ہی میں جنگ کرتا ہوں۔,"O Allah, You are my strength and You are my support. For Your sake I go forth and for Your sake I advance and for Your sake I fight.","Abu Dawud 2/89, and Al-Hakim graded it authentic and Ath-Thahabi agreed 2/142",Hadith,,دشمن یا حاکم سے سامنا ہونے پر دعا
130,Trials,Supplication for one afflicted with doubt in his faith,1,0,Supplication for one afflicted with doubt in his faith,1,هُوَ الأوَّلُ، وَالآخِرُ، وَالظّاهِرُ، وَالْباطِنُ، وَهُوَ بِكُلِّ شَيءٍ عَليم,وہ پہلا ہے، اور آخر بھی، اور ظاہر ہے، اور باطن بھی، اور وہ ہر چیز کا علم رکھنے والا ہے۔,"He is the First and the Last, the Most High and the Most Near. And He is the Knower of all things.",Hadid 57:3; Abu Dawud 4/329. Declared hasan by Al-Albaanee and al-Arna'uut,Hadith,,عقیدے میں شک ہونے پر دعا
131,Trials,Settling a debt,1,0,Settling a debt,1,"اللّهُمَّ إِنِي أَعْوذُبِكَ مِنَ الهَمِّ وَالْحَزَنِ، والعَجْزِ والكَسَلِ والبُخْلِ والجُبْنِ، وضَلَعِ الدَّيْنِ وغَلَبَةِ
الرِّجال",میں تیری پناہ مانگتا ہوں غم اور پریشانی سے، عاجزی اور سستی سے، بخل اور خوف سے، قرض کی مشقت اور لوگوں کے غلبے سے۔,"O Allah, I seek refuge in You from grief and sadness, from weakness and from laziness, from miserliness and from cowardice, from | being
overcome by debt and from being overpowered by men (i .e. other people).[2]",Al-Bukhaaree 7/157,Hadith,,قرض کی ادائیگی
132,Prayer,Supplication for a child in the funeral prayer,1,0,Supplication for a child in the funeral prayer,1,اللهُمِّ اجْعَلْهُ لَنا فَرَطاً، وَسَلَفاً وَأَجْراً,اسے ہمارے لئے پیش رو، سبقت اور انعام بنا دے۔,"O Allah, make him for us a precursor, a forerunner and a cause of reward.","Ibn Qudamah, Al-Mughni 3/416 and Ad-Duroosul-Muhimmah li-Aammatil-'Ummah, pg. 15, by Shaikh 'Abdul-'Aziz bin Baz.",Hadith,,بچے کے جنازے کی نماز میں دعا
133,Condolence,Supplication Condolence,1,0,Supplication Condolence,1,أَعْظَمَ اللهُ أَجْرَكَ، وَأَحْسَنَ عَزاءَ كَ، وَغَفَرَ لِمَيِّتِكَ,اللہ آپ کے انعام کو عظیم کرے، آپ کے غم میں بہتری لائے، اور آپ کے مردے کو معاف کرے۔,"May Allah magnify your reward, and make perfect your bereavement, and forgive your departed[2]","Al-Bukhari 2/80, Muslim 2/636.",Hadith,,تعزیت
134,Guidance,Visiting the graves,1,0,Visiting the graves,1,العافِيَة,عافیت,"Peace be upon you, people of this abode, from among the believers and those who are Muslims, and we, by the Will of Allah, shall be
joining you . [May Allah have mercy on the first of us and the last of us] I ask Allah to grant us and you strength.","Muslim 2/671, Ibn Majah 1/494, the portion brackets is from Muslim 2/671.",Hadith,,قبرستان جانا
135,Guidance,What to say and do when feeling some pain in the body,1,0,What to say and do when feeling some pain in the body,1,أَعُوذُ باللهِ وَقُدْرَتِهِ مِنْ شَرِّ مَا أَجِدُ وَأُحَاذِرُ,میں اللہ کی پناہ مانگتا ہوں اور اس کی قدرت سے، جس برائی سے میں محسوس کرتا ہوں اور جس سے میں ڈرتا ہوں۔,I seek refuge in Allah and in His Power from the evil of what I find and of what I guard against.,Muslim,Hadith,4/1728.,جسم میں درد محسوس کرنے پر دعا
136,Protection,The last 3 Surahs of the Quran,3,0,The last 3 Surahs of the Quran,1,بِسْمِ اللهِ الرَّحْمَنِ الرَّحِيمِ ﴾ قُلْ هُوَ اللهُ أَحَدٌ ﴾ اللهُ الصَّمَدُ ﴾ لَمْ يَلِدْ وَلَمْ يُولَدْ وَلَمْ يَكُنْ لَهُ كُفُوًّا أَحَدٌهه,اللہ ایک ہے، بے نیاز ہے، نہ اس کی کوئی اولاد ہے اور نہ وہ کسی سے پیدا ہوا، اور اس کے برابر کوئی نہیں۔,"With the Name of Allah, the Most Gracious, the Most Merciful. Say: He is Allah (the) One. The Self-Sufficient Master, Whom all creatures
need, He begets not nor was He begotten, and there is none equal to Him. [Surah Ikhlas]","Surah Al-Ikhlas, ",Hadith,112:1-4),قرآن کی آخری تین سورتیں
136,Protection,The last 3 Surahs of the Quran,3,0,The last 3 Surahs of the Quran,1,"بِسْمِ اللهِ الرَّحْمَنِ الرَّحِيمِ. ﴾ قُلْ أَعُوذُ بِرَبِّ الْفَلَقِ ﴾ مِنْ شَرِّ مَا خَلَقَ ﴾ وَمِنْ شَرِّ غَاسِقٍ إِذَا وَقَبَ ﴾ وَمِنْ شَرِّ
التَّفَّاثَاتِ فِي الْعُقَدِ ﴾ وَمِنْ شَرِّ حَاسِدٍ إِذَا حَسَدَ﴾ه","""اللہ کے نام سے شروع جو نہایت مہربان، رحم کرنے والا ہے۔
کہو: میں پناہ مانگتا ہوں صبح کے رب کی
ہر اُس چیز کے شر سے جو اُس نے پیدا کی
اور اندھیرے کے شر سے جب وہ چھا جائے
اور گرہوں میں پھونک مارنے والی جادوگرنیوں کے شر سے
اور حسد کرنے والے کے شر سے جب وہ حسد کرے۔""","With the Name of Allah, the Most Gracious, the Most Merciful. Say: I seek refuge with (Allah) the Lord of the daybreak, from the evil of what
He has created, and from the evil of the darkening (night) as it comes with its darkness, and from the evil of those who practice witchcraft
when they blow in the knots, and from the evil of the envier when he envies. [Surah Falaq]",Surah Al-Falaq ,Quran,113):,قرآن کی آخری تین سورتیں
136,Protection,The last 3 Surahs of the Quran,3,0,The last 3 Surahs of the Quran,1,"بِسْمِ اللهِ الرَّحْمَنِ الرَّحِيمِ. ﴾ قُلْ أَعُوذُ بِرَبِّ النَّاسِ ﴾ مَلِكِ النَّاسِ ﴾ إِلَهِ النَّاسِ ﴾ مِنْ شَرِّ الْوَسْوَاسِ الْخَنَّاسِ
﴿ الَّذِي يُوَسْوِسُ فِي صُدُورِ النَّاسِ ﴾ مِنَ الْجِنَّةِ وَالنَّاسِ","میں لوگوں کے رب، بادشاہ اور معبود کی پناہ مانگتا ہوں، اُس وسوسہ ڈالنے والے خناس کے شر سے، جو لوگوں کے دلوں میں وسوسے ڈالتا ہے، خواہ وہ جنات میں سے ہو یا انسانوں میں سے۔""","With the Name of Allah, the Most Gracious, the Most Merciful. Say: I seek refuge with (Allah) the Lord of mankind, the King of mankind,
the God of mankind, from the evil of the whisperer who withdraws, who whispers in the breasts of mankind, of jinns and men.[Surah Naas]",Surah An-Nas -,Quran,114):,قرآن کی آخری تین سورتیں
137,Travel,When mounting an animal or any means of transport,1,0,When mounting an animal or any means of transport,1,"بِسْمِ اللهِ وَالْحَمْدُ لله، سُبْحانَ الّذي سَخَّرَ لَنا هذا وَما كُنّا لَهُ مُقْرِنين، وَإِنّا إِلى رَبِّنا لَمُنقَلِبون، الحَمْدُ لله،
الحَمْدُ لله، الحَمْدُ لله، اللهُ أكْبَر، اللهُ أكْبَر، اللهُ أكْبَر، سُبْحانَكَ اللّهُمَّ إِنِّي ظَلَمْتُ نَفْسي فَاغْفِرْ لي، فَإِنَّهُ لا
يَغْفِرُ الذُّنوبَ إِلّ أَنْت","""اللہ کے نام سے، تمام تعریفیں اللہ کے لیے ہیں، پاک ہے وہ ذات جس نے اس (سواری) کو ہمارے تابع کر دیا حالانکہ ہم اسے قابو میں لانے والے نہ تھے، اور یقیناً ہم اپنے رب ہی کی طرف لوٹنے والے ہیں؛ تمام تعریفیں اللہ کے لیے ہیں، اللہ سب سے بڑا ہے؛ اے اللہ! تو پاک ہے، میں نے اپنی جان پر ظلم کیا، پس تو مجھے بخش دے، بے شک تیرے سوا کوئی گناہ نہیں بخش سکتا۔""","With the Name of Allah . Praise is to Allah . Glory is to Him Who has provided this for us though we could never have had it by our efforts.
Surely, unto our Lord we are returning. Praise is to Allah. Praise is to Allah. Praise is to Allah. Allah is the Most Great. Allah is the Most
Great. Allah is the Most Great. Glory is to You. O Allah, I have wronged my own soul. Forgive me, for surely none forgives sins but You.","Abu Dawud 3/34, At-Tirmithi 5/501. See also Al-Albani, Sahih At-Tirmithi ",Hadith,3/156.,سواری یا کسی بھی سواری پر سوار ہوتے وقت کی دعا
138,Travel,Supplication for travel,2,0,Supplication for travel,1,"اللهُ أَكْبَرُ، اللّهُ أَكْبَرُ، اللَّهُ أَكْبَرُ سُبْحَانَ الَّذِي سَخَّرَ لَنَا هَذَا وَمَا كُنَّا لَهُ مُقْرِنِينَ وَإِنَّا إِلَى رَبِّنَا لَمُنْقَلِبُونَ، اللَّهُمَّ إِنَّا
نَسْأَلُكَ فِي سَفْرِنَا هَذَا الْبِرَّ وَالتَّقْوَى، وَمِنَ الْعَمَلِ مَا تَرْضَى، اللَّهُمَّ هَوِّنْ عَلَيْنَا سَفْرِنَا هَذَا وَاطْوَعَتَا بَعْدهُ، اللَّهُمَّ
أَنْتَ الصَّاحِبُ فِي السَّفَرِ، وَالْخَلِيفَةُ فِي الأَهْلِ، اللَّهُمَّ إِنِّي أَعُوْذُ بِكَ مِنْ وَعْتَاءِ السَّفَرِ، وَكآبَةِ الْمَنْظَرِ وَسُوءٍ
المُنْقَلَبِ فِي الْمَالِ وَالأَهْلِ","""اللہ سب سے بڑا ہے، پاک ہے وہ ذات جس نے ہمیں یہ سواری عطا کی، حالانکہ ہم اسے قابو میں لانے والے نہ تھے، اور ہم اپنے رب ہی کی طرف لوٹنے والے ہیں؛ اے اللہ! ہم اس سفر میں تجھ سے نیکی، پرہیزگاری اور وہ عمل چاہتے ہیں جو تجھے پسند ہو؛ اے اللہ! ہمارے لیے اس سفر کو آسان فرما دے اور اس کے بعد کی مسافت کو بھی ہموار بنا؛ اے اللہ! تو ہی سفر میں ساتھی ہے اور پیچھے گھر والوں میں نگہبان ہے؛ اے اللہ! میں تیرے پاس پناہ مانگتا ہوں سفر کی مشقت، دل کو غمگین کرنے والے مناظر، اور مال و اہلِ خانہ کی بابت برے انجام سے۔""","Allah is the Most Great. Allah is the Most Great. Allah is the Most Great. Glory is to Him Who has provided this for us though we could never
have had it by our efforts. Surely, unto our Lord we are returning. O Allah, we ask You on this our journey for goodness and piety, and for
works that are pleasing to You . O Allah, lighten this journey for us and make its distance easy for us . O Allah, You are our Companion on
the road and the One in Whose care we leave our family . O Allah, I seek refuge in You from this journey's hardships, and from the wicked
sights in store and from finding our family and property in misfortune upon returning.","(Sahih Muslim, Hadith",Hadith,1342),سفر کی دعا
138,Travel,Supplication for travel,2,0,Supplication for travel,1,آيِبُونَ تَائْبُونَ عَابِدُونَ لِرَبِّنَا حَامِدُونَ,"""ہم واپس آنے والے ہیں، توبہ کرنے والے ہیں، عبادت کرنے والے ہیں، اپنے رب کی حمد کرنے والے ہیں۔""","We return repentant to our Lord, worshipping our Lord, and praising our Lord.",Muslim 2/978.,Hadith,,سفر کی دعا
139,Travel,Supplication upon entering a town or village etc.,1,0,Supplication upon entering a town or village etc.,1,"الرِّياحِ وَما ذَرَيْن، أَسْأَّلُكَ خَيْرَ هذهِ الْقَرْيَةِ وَخَيْرَ أَهْلِها، وَخَيْرَ ما فيها، وَأَعوذُ بِكَ مِنْ شَرِّها وَشَرِّ أَهْلِها، وَشَرِّ
ما فيها","""اے اللہ! میں تجھ سے اس بستی کی بھلائی، اس کے لوگوں کی بھلائی اور جو کچھ اس میں ہے اُس کی بھلائی مانگتا ہوں، اور تیری پناہ مانگتا ہوں اس کے شر سے، اس کے لوگوں کے شر سے، اور جو کچھ اس میں ہے اُس کے شر سے۔""","O Allah, Lord of the seven heavens and all they overshadow, Lord of the seven worlds and all they uphold, Lord of the devils and all they lead
astray, Lord of the winds and all they scatter. I ask You for the goodness of this town and for the goodness of its people, and for the
goodness it contains. I seek refuge in You from its evil, from the evil of its people and from the evil it contains.","Al-Hakim who graded it authentic and Ath-Tfaahabi agreed 2/100, and Ibn As-Sunni (no. 524). Al-Hafidh graded it good in his checking of
Al-'Athkdr 5/154. Ibn Baz said in Tuhfatul-'Akhydr p. 37, that An-Nasa'i recorded it with a good chain of narration.",Hadith,,کسی شہر یا گاؤں میں داخل ہونے پر دعا
140,Travel,Supplication of the resident for the traveller,1,0,Supplication of the resident for the traveller,1,زَوَّدَكَ اللهُ التقْوى، وَغَفَرَذَنْبَكَ، وَيَسَّرَ لَكَ الخَيْرَ حَيْثُما كُنْت,"""اللہ تمہیں تقویٰ (پرہیزگاری) عطا فرمائے، تمہارے گناہ معاف فرمائے، اور جہاں کہیں بھی ہو، تمہارے لیے بھلائی کو آسان فرمائے۔""","May Allah give you piety as your provision, forgive your sins, and make goodness easy for you wherever you are. ","At-Tirmithi.

See Al-Albani, Sahih At-Tirmithi, 3/155.",Hadith,,مسافر کے لیے مقیم کی دعا
