id,type,heading,totalCount,numSubCategories,subHeading,numOfDuas,arabic,roman,translation,refText,refType,refChapter
126,Protection,Dua for protection from harm/jinn/shayateen,1,0,Dua for protection from harm/jinn/shayateen,1,"أَعُوذُ بكَلِمَاتِ اللهِالتَّامَّاتِ الَّتِي لَا يُجَاوِزُهُنَّبَرُّ ولَا فَاجرُ مِنْ شَرِّ مَاخَلقَ، وبَرَأَ وذَرَأَ، ومِنْ شَرِّمَا
يَنْزِلُ مِنَ السَّمَاءِ وِمنْ شَرِّ مَا يَعْرُ جُ فيهَا، ومِن شَرِّ مَا ذَرَأَ في الأَرْضِ ومِنْ شَرِّ مَا يَخْرُ جُ مِنْهَا، وِمنْ شَرِّ فِتَنِ
اللَّيْلِ والنَّهارِ،ومِنْ شَرِّ كُلِّ طَارِقٍ إِلَّا طَارٍ قاً يَطْرُقُ بخَيْرٍ يَارَحْمَنُ",,"I take refuge within Allaah's perfect words which no righteous or unrighteous person can transgress, from all the evil that He has created,
made and originated. [I take refuge] from the evil that descends from the sky and the evil that rises up to it. [I take refuge] from the evil that
is spread on earth and the evil that springs from her, and I take refuge from the evil of the tribulations of night and day, and the evil of one
who visits at night except the one who brings good, O Merciful One.'","Ja'far bin Sulaymaan ad-Duba'ee narrated: Aboo at-Tayyaaj narrated to us, he said: ""I said to 'Abdur-Rahmaan bin Khanbash at-Tameemee - and he was an
old man - 'did you reach the Messenger of Allaah alu9 dule alll Lo (during his lifetime)?' He said, 'Yes.' He said: 'So I said: How did the Messenger of
Allaah ol9 dle alll gLo act on the night the shayaateen plotted against him?' So he said: 'Indeed the shayaateen descended that night upon the Messenger
of Allaah ola9 dile alll Lo from the valleys and mountain paths, and amongst them was a shaytaan, in his hand was a flame of fire, wanting to burn the face",Hadith,
127,Trials,Anxiety and sorrow,1,0,Anxiety and sorrow,1,"اللّهُمَّ إِنِّي أَعْوذُبِكَ مِنَ الهَمِّ وَالْحَزَنِ، والعَجْزِ والكَسَلِ والبُخْلِ والجُبِْنِ، وضَلْعِ الدَّيْنِ وغَلَبَةِ
الرِّجال",,"O Allah, I seek refuge in you from grief and sadness, from weakness and from laziness, from miserliness and from cowardice, from being
overcome by debt and overpowered by men (i .e . others).","Al-Bukhari

7/158. See also Al-Asqalani, Fathul-Bari 11/173",Hadith,
128,Trials,Supplication for one in distress,1,0,Supplication for one in distress,1,لا إِلهَ إِلا آنَت سُبْحانَك إِني كنّتَ مِنَ الظالِمين,,"There is none worthy of worship but You, glory is to You. Surely, I was among the wrongdoers.[3]","At-Tirmithi 5/529. Al-Hakim declared it authentic and Ath-Thahabi agreed with him 1/ 505. See also Al-Albani, Sahih At-Tirmithi 3/168.",Hadith,
129,Trials,Upon encountering an enemy or those of authority,1,0,Upon encountering an enemy or those of authority,1,اللّهُمَّ أَنْتَ عَضُدي، وَأَنْتَ نَصيري، بِكَ أَجولُ وَبِكَ أَصولُ وَبِكَ أُقاتِل,,"O Allah, You are my strength and You are my support. For Your sake I go forth and for Your sake I advance and for Your sake I fight.","Abu Dawud 2/89, and Al-Hakim graded it authentic and Ath-Thahabi agreed 2/142",Hadith,
130,Trials,Supplication for one afflicted with doubt in his faith,1,0,Supplication for one afflicted with doubt in his faith,1,هُوَ الأوَّلُ، وَالآخِرُ، وَالظّاهِرُ، وَالْباطِنُ، وَهُوَ بِكُلِّ شَيءٍ عَليم,,"He is the First and the Last, the Most High and the Most Near. And He is the Knower of all things.",Hadid 57:3; Abu Dawud 4/329. Declared hasan by Al-Albaanee and al-Arna'uut,Hadith,
131,Trials,Settling a debt,1,0,Settling a debt,1,"اللّهُمَّ إِنِي أَعْوذُبِكَ مِنَ الهَمِّ وَالْحَزَنِ، والعَجْزِ والكَسَلِ والبُخْلِ والجُبْنِ، وضَلَعِ الدَّيْنِ وغَلَبَةِ
الرِّجال",,"O Allah, I seek refuge in You from grief and sadness, from weakness and from laziness, from miserliness and from cowardice, from | being
overcome by debt and from being overpowered by men (i .e. other people).[2]",Al-Bukhaaree 7/157,Hadith,
132,Prayer,Supplication for a child in the funeral prayer,1,0,Supplication for a child in the funeral prayer,1,اللهُمِّ اجْعَلْهُ لَنا فَرَطاً، وَسَلَفاً وَأَجْراً,,"O Allah, make him for us a precursor, a forerunner and a cause of reward.","Ibn Qudamah, Al-Mughni 3/416 and Ad-Duroosul-Muhimmah li-Aammatil-'Ummah, pg. 15, by Shaikh 'Abdul-'Aziz bin Baz.",Hadith,
133,Condolence,Supplication Condolence,1,0,Supplication Condolence,1,أَعْظَمَ اللهُ أَجْرَكَ، وَأَحْسَنَ عَزاءَ كَ، وَغَفَرَ لِمَيِّتِكَ,,"May Allah magnify your reward, and make perfect your bereavement, and forgive your departed[2]","Al-Bukhari 2/80, Muslim 2/636.",Hadith,
134,Guidance,Visiting the graves,1,0,Visiting the graves,1,العافِيَة,,"Peace be upon you, people of this abode, from among the believers and those who are Muslims, and we, by the Will of Allah, shall be
joining you . [May Allah have mercy on the first of us and the last of us] I ask Allah to grant us and you strength.","Muslim 2/671, Ibn Majah 1/494, the portion brackets is from Muslim 2/671.",Hadith,
135,Guidance,What to say and do when feeling some pain in the body,1,0,What to say and do when feeling some pain in the body,1,أَعُوذُ باللهِ وَقُدْرَتِهِ مِنْ شَرِّ مَا أَجِدُ وَأُحَاذِرُ,,I seek refuge in Allah and in His Power from the evil of what I find and of what I guard against.,Muslim,Hadith,4/1728.
136,Protection,The last 3 Surahs of the Quran,3,0,The last 3 Surahs of the Quran,1,بِسْمِ اللهِ الرَّحْمَنِ الرَّحِيمِ ﴾ قُلْ هُوَ اللهُ أَحَدٌ ﴾ اللهُ الصَّمَدُ ﴾ لَمْ يَلِدْ وَلَمْ يُولَدْ وَلَمْ يَكُنْ لَهُ كُفُوًّا أَحَدٌهه,,"With the Name of Allah, the Most Gracious, the Most Merciful. Say: He is Allah (the) One. The Self-Sufficient Master, Whom all creatures
need, He begets not nor was He begotten, and there is none equal to Him. [Surah Ikhlas]",,Quran,
136,Protection,The last 3 Surahs of the Quran,3,0,The last 3 Surahs of the Quran,1,"بِسْمِ اللهِ الرَّحْمَنِ الرَّحِيمِ. ﴾ قُلْ أَعُوذُ بِرَبِّ الْفَلَقِ ﴾ مِنْ شَرِّ مَا خَلَقَ ﴾ وَمِنْ شَرِّ غَاسِقٍ إِذَا وَقَبَ ﴾ وَمِنْ شَرِّ
التَّفَّاثَاتِ فِي الْعُقَدِ ﴾ وَمِنْ شَرِّ حَاسِدٍ إِذَا حَسَدَ﴾ه",,"With the Name of Allah, the Most Gracious, the Most Merciful. Say: I seek refuge with (Allah) the Lord of the daybreak, from the evil of what
He has created, and from the evil of the darkening (night) as it comes with its darkness, and from the evil of those who practice witchcraft
when they blow in the knots, and from the evil of the envier when he envies. [Surah Falaq]",,Quran,
136,Protection,The last 3 Surahs of the Quran,3,0,The last 3 Surahs of the Quran,1,"بِسْمِ اللهِ الرَّحْمَنِ الرَّحِيمِ. ﴾ قُلْ أَعُوذُ بِرَبِّ النَّاسِ ﴾ مَلِكِ النَّاسِ ﴾ إِلَهِ النَّاسِ ﴾ مِنْ شَرِّ الْوَسْوَاسِ الْخَنَّاسِ
﴿ الَّذِي يُوَسْوِسُ فِي صُدُورِ النَّاسِ ﴾ مِنَ الْجِنَّةِ وَالنَّاسِ",,"With the Name of Allah, the Most Gracious, the Most Merciful. Say: I seek refuge with (Allah) the Lord of mankind, the King of mankind,
the God of mankind, from the evil of the whisperer who withdraws, who whispers in the breasts of mankind, of jinns and men.[Surah Naas]",,Quran,
137,Travel,When mounting an animal or any means of transport,1,0,When mounting an animal or any means of transport,1,"بِسْمِ اللهِ وَالْحَمْدُ لله، سُبْحانَ الّذي سَخَّرَ لَنا هذا وَما كُنّا لَهُ مُقْرِنين، وَإِنّا إِلى رَبِّنا لَمُنقَلِبون، الحَمْدُ لله،
الحَمْدُ لله، الحَمْدُ لله، اللهُ أكْبَر، اللهُ أكْبَر، اللهُ أكْبَر، سُبْحانَكَ اللّهُمَّ إِنِّي ظَلَمْتُ نَفْسي فَاغْفِرْ لي، فَإِنَّهُ لا
يَغْفِرُ الذُّنوبَ إِلّ أَنْت",,"With the Name of Allah . Praise is to Allah . Glory is to Him Who has provided this for us though we could never have had it by our efforts.
Surely, unto our Lord we are returning. Praise is to Allah. Praise is to Allah. Praise is to Allah. Allah is the Most Great. Allah is the Most
Great. Allah is the Most Great. Glory is to You. O Allah, I have wronged my own soul. Forgive me, for surely none forgives sins but You.","Abu Dawud 3/34, At-Tirmithi 5/501. See also Al-Albani, Sahih At-Tirmithi 3/156.",Hadith,
138,Travel,Supplication for travel,2,0,Supplication for travel,1,"اللهُ أَكْبَرُ، اللّهُ أَكْبَرُ، اللَّهُ أَكْبَرُ سُبْحَانَ الَّذِي سَخَّرَ لَنَا هَذَا وَمَا كُنَّا لَهُ مُقْرِنِينَ وَإِنَّا إِلَى رَبِّنَا لَمُنْقَلِبُونَ، اللَّهُمَّ إِنَّا
نَسْأَلُكَ فِي سَفْرِنَا هَذَا الْبِرَّ وَالتَّقْوَى، وَمِنَ الْعَمَلِ مَا تَرْضَى، اللَّهُمَّ هَوِّنْ عَلَيْنَا سَفْرِنَا هَذَا وَاطْوَعَتَا بَعْدهُ، اللَّهُمَّ
أَنْتَ الصَّاحِبُ فِي السَّفَرِ، وَالْخَلِيفَةُ فِي الأَهْلِ، اللَّهُمَّ إِنِّي أَعُوْذُ بِكَ مِنْ وَعْتَاءِ السَّفَرِ، وَكآبَةِ الْمَنْظَرِ وَسُوءٍ
المُنْقَلَبِ فِي الْمَالِ وَالأَهْلِ",,"Allah is the Most Great. Allah is the Most Great. Allah is the Most Great. Glory is to Him Who has provided this for us though we could never
have had it by our efforts. Surely, unto our Lord we are returning. O Allah, we ask You on this our journey for goodness and piety, and for
works that are pleasing to You . O Allah, lighten this journey for us and make its distance easy for us . O Allah, You are our Companion on
the road and the One in Whose care we leave our family . O Allah, I seek refuge in You from this journey's hardships, and from the wicked
sights in store and from finding our family and property in misfortune upon returning.",,Hadith,
138,Travel,Supplication for travel,2,0,Supplication for travel,1,آيِبُونَ تَائْبُونَ عَابِدُونَ لِرَبِّنَا حَامِدُونَ,,"We return repentant to our Lord, worshipping our Lord, and praising our Lord.",Muslim 2/978.,Hadith,
139,Travel,Supplication upon entering a town or village etc.,1,0,Supplication upon entering a town or village etc.,1,"الرِّياحِ وَما ذَرَيْن، أَسْأَّلُكَ خَيْرَ هذهِ الْقَرْيَةِ وَخَيْرَ أَهْلِها، وَخَيْرَ ما فيها، وَأَعوذُ بِكَ مِنْ شَرِّها وَشَرِّ أَهْلِها، وَشَرِّ
ما فيها",,"O Allah, Lord of the seven heavens and all they overshadow, Lord of the seven worlds and all they uphold, Lord of the devils and all they lead
astray, Lord of the winds and all they scatter. I ask You for the goodness of this town and for the goodness of its people, and for the
goodness it contains. I seek refuge in You from its evil, from the evil of its people and from the evil it contains.","Al-Hakim who graded it authentic and Ath-Tfaahabi agreed 2/100, and Ibn As-Sunni (no. 524). Al-Hafidh graded it good in his checking of
Al-'Athkdr 5/154. Ibn Baz said in Tuhfatul-'Akhydr p. 37, that An-Nasa'i recorded it with a good chain of narration.",Hadith,
140,Travel,Supplication of the resident for the traveller,1,0,Supplication of the resident for the traveller,1,زَوَّدَكَ اللهُ التقْوى، وَغَفَرَذَنْبَكَ، وَيَسَّرَ لَكَ الخَيْرَ حَيْثُما كُنْت,,"May Allah give you piety as your provision, forgive your sins, and make goodness easy for you wherever you are. ","At-Tirmithi.

See Al-Albani, Sahih At-Tirmithi, 3/155.",Hadith,
141,Travel,Remembrance while ascending or descending,2,0,Remembrance while ascending or descending,1,اللهُ أَكْبَر,,Allah is the Most Great,"Al-Bukhari,",Hadith,
141,Travel,Remembrance while ascending or descending,2,0,Remembrance while ascending or descending,1,سُبْحانَ الله,,Glory is to Allah.,,Hadith,
142,Travel,Prayer of the traveller as dawn approaches,1,0,Prayer of the traveller as dawn approaches,1,سَمِعَ سامِعُ بِحَمْدِ اللهِ وَحُسْنِ بَلائِهِ عَلَيْنا. رَبَّنا صاحِبْنا وَأَفْضِل عَلَيْنا عائِذاً باللهِ مِنَ النّار,,"He Who listens has heard that we praise Allah for the good things He gives us. Our Lord, be with us and bestow Your favor upon us. I seek
the protection of Allah from the Fire.","the meaning of sami'a saami'un (who listens has heard) is that 'a witness has witnessed our praise of Allah due to His
blessings and favor upon us.' It could also be read samma'a saami'un, in which case it means 'one who has heard this statement of mine will convey it
to another and he will say it as well.' This is due to the attention given to the Thikr (remembrance of Allah) and supplications made during the early
morning hours. The meaning of his saying 'Our Lord, be with us and
Your numerous bounties, and avert from us every evil.' See An-Nawawi, .

bestow Your favor upon us' is: 'Our Lord, protect us and guard us. Bless us with",Hadith,Sharh Sahih Muslim 17/39.
143,Travel,Stopping or lodging somewhere,1,0,Stopping or lodging somewhere,1,أَعوذُ بِكَلِماتِ اللهِ التّامّاتِ مِنْ شَرِّ ما خَلَق,,I seek refuge in the Perfect Words of Allah from the evil of what He has created.,Muslim,Hadith,4/2080.
144,Travel,While returning from travel,1,0,While returning from travel,1,"اللهُ أَكْبَر، اللهُ أَكْبَر، اللهُ أَكْبَر لا إلهَ إلّّ اللهُ وَحْدَهُ لا شريكَ لهُ، لهُ الملكُ ولهُ الحَمْد، وهُوَ على كُلّ شَيءٍ
قَدير، آيِبونَ تائِبونَ عابِدونَ لِرَبِّنا حامِدون، صَدَقَ اللهُ وَعْدَه، وَنَصَرَ عَبْدَه، وَهَزَمَ الأَحْرابَ وَحْدَه",,"None has the right to be worshipped but Allah alone, Who has no partner . His is the dominion and His is the praise, and He is Able to do all
things. We return repentant to our Lord, worshipping our Lord, and praising our Lord . He fulfilled His Promise, He aided His slave, and He
alone defeated the Confederates.","Bukhari 7/163, Muslim 2/980. The Prophet (SAW) used to say this when returning f
from a campaign or from Hajj.",Hadith,
145,"Trials, Provision/ Wealth",Supplication for one afflicted by whisperings in prayer or recitation,1,0,Supplication for one afflicted by whisperings in prayer or recitation,1,أَعوذُ بِاللهِ مِنَ الشَّيْطانِ الرَّجيم,,I seek refuge in God from the accursed Satan,"Muslim

4/1729",Hadith,
146,Trials,Supplication for one whose affairs have become difficult,1,0,Supplication for one whose affairs have become difficult,1,اللّهُمَّ لا سَهْلَ إِلاّ ما جَعَلتَهُ سَهلاً، وَأَنْتَ تَجْعَلُ الْحَزَنَ إِذا شِئْتَ سَهتلاً,,"O Allah, there is no ease other than what You make easy. If You please You ease sorrow.","Ibn Hibban in his
by

اللّهُمَّ لا سَهْلَ إِلاّ ما جَعَلتَهُ سَهلاً، وَأَنْتَ تَجْعَلُ الْحَزَنَ إِذا شِئْتَ سَهتلاً

Allaahumma laa sahla 'illaa maa ja'altahu sahlan wa 'Anta taj'alul-hazna 'idhaa shi'ta sahlan.

139. O Allah, there is no ease other than what You make easy. If You please You ease sorrow.

Sahih (no. 2427), and Ibn As- Sunni (no. 351). Al-Hafidh (Ibn Hajar)
'Abdul-Qadir Al-Arna'ut in his checking of An-Nawawi's Kitabul-Athkarp.",Hadith,
147,Trials,Supplications for expelling the devil and his whisperings,1,0,Supplications for expelling the devil and his whisperings,1,لَا إِلَهَ إِلََّّ اللّهُ وَحْدَةُلَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الحَمْدُوَهُوَ عَلَى كُلِّ شَيْءِقَدِرُ,,"None has the right to be worshipped but Allah alone, Who has no partner. His is the dominion and His is the praise, and He is Able to do all
things.","Abu Dawud 1/206, At-Tirmithi. See also Al-Albani, Sahih At-Tirmithi 1/77, and Surat Al-Mu'minun, 23:98-9.",Hadith,
148,Trials,When stricken with a mishap or overtaken by an affair,1,0,When stricken with a mishap or overtaken by an affair,1,قَدَّرَ اللهُ وَما شاءَ فَعَل,,It is the Decree of Allah and He does whatever He wills.,"Muslim
[2] Abu Daawud and see: checking of Zaad Al-Ma'aad, Pg. 106",Hadith,
149,Trials,Supplication said to the debtor when his debt is settled,1,0,Supplication said to the debtor when his debt is settled,1,بارَكَ اللهُ لَكَ في أَهْلِكَ وَمالِك، إِنَّما جَزاءُ السَّلَفِ الْحَمْدُ والأَداء,,"May Allah bless you in your family and your wealth, surely the reward for a loan is praise and returning (what was borrowed).","An-Nasa'i, 'Amalul-Yawm wal-Laylahp. 300, Ibn Majah 2/809. See also Al-Albani, Sahih Ibn Majah2/55.",Hadith,
150,Trials,Supplication for fear of shirk,1,0,Supplication for fear of shirk,1,اللّهُمَّ إِني أَعوذُبِكَ أَنْ أُشْرِكَ بِكَ وَأَنا أَعْلَمْ، وَأَسْتَغْفِرُكَلِما لا أَعْلَم,,"O Allah, I seek refuge in You lest I associate anything with You knowingly, and I seek Your forgiveness for what I know not.","Ahmad

V

4/403. See also Al-Albani, Sahihul-Jami' As-Saghir 3/233 and

Sahihut-Targhib wat- Tarhib 1/19.",Hadith,
151,Trials,Forbiddance of ascribing things to omens,1,0,Forbiddance of ascribing things to omens,1,اللّهُمَّ لا طَيْرَ إِلاّ طَيْرُك، وَلا خَيْرَ إِلاّ خَيْرُك، وَلا إِلهَ غَيْرُك,,"O Allah there is no portent other than Your portent, no goodness other than Your goodness, and none worthy of worship other than You.","Ahmad 2/220, Ibn As-Sunni (no. 292). See also Al-Albani, Silsilatul-'Ahadlth As-Sahihah 3/54, (no. 1065). As for bodings of good, these used to please the Prophet (SAW) and so when he heard good words from someone,he used to say: ""We have taken from you a good portent from your mouth,""Abu Dawud, Ahmad. See also Al-Albani, Silsilatul-'Ahadith As-Sahihah 2/363, and it is with Abu Ash-Shaikh Al-Asfahani in 'Akhlaqun-Nabiyy,pg. 270.",Hadith,
152,Trials,What to say upon receiving pleasing or displeasing news,1,0,What to say upon receiving pleasing or displeasing news,1,الْحَمْدُ للهِالَّذي بِنِعْمَتِهِ تَتِمُّ الصّالِحات,,Praise is to Allah Who by His blessings all good things are perfected .,"Ibn As-Sunni, 'Amalul-Yawm wal-Laylah, and Al-Hakim who graded it authentic 1/499.",Hadith,
153,Trials,Supplication made against an enemy,1,0,Supplication made against an enemy,1,اللَّهُمّ مُنْزِلَ الِكتَابِ، سَرِيْعَ الْحِسَابِ، اهْزِمِ الإحْزَابَ، اللَّهُمَّاِهْزِ مُهُمْ وَزَلْزِلْهُم,,"Allah, Revealer of the Book, Swift to account, defeat the groups (of disbelievers) . O Allah, defeat them and shake them.","Muslim

3/1362.",Hadith,
154,Trials,What to say when in fear of a people,1,0,What to say when in fear of a people,1,اللَّهُمَّاكْفِنِِهِمْ بِماَشِئْتَ,,"O Allah, suffice (i.e. protect) me against them however You wish.",Muslim 4/2300.,Hadith,
155,Trials,What to say when in fear of afflicting something or someone with one's eye,1,0,What to say when in fear of afflicting something or someone with one's eye,1,اللّهُمَّ بارِك عَلَيه. ماشاءَ الله، لا قُوَّةَ إلاّ بالله,,"O Allah send blessings upon him<br><br>(This is) that which Allah has willed, there is no power except with Allah.","Ahmad 4/447, Ibn Majah, Malik. Al-Albani graded it authentic in Sahihul-Jami' As-Saghir 1/212. Also see Al-Arna'ut's checking of Ibn Al-Qayyim's Zadul-Ma'ad 4/170.",Hadith,
156,Trials,"Asking for patience, strength & victory over enemies",1,0,"Asking for patience, strength & victory over enemies",1,رَبَّنَا أَفْرِعْ عَلَيْنَا صَبْراً وَثَبِتْ أَقْدَامَنَا وَانصُرْنَا عَلَى القَوْمِ الكَافِرِينَ,,"Our Lord! Pour forth on us patience, set our feet firm and make us victorious over the disbelieving people.",Quran 2:250,Quran,
157,Trials,Asking for ease when facing any hardship - grief/ stress/ trouble from enemies,1,0,Asking for ease when facing any hardship - grief/ stress/ trouble from enemies,1,"رَبَّنَالَا تُؤَاخِذْنَا إِنْ نَسِينَا أَوْ أَخْطَأْنَا رَبَّنَا وَلَا تَحْمِلْ عَلَيْنَا إِصْرًا كَمَا حَمَلْتَهُ عَلَى الَّذِينَ مِنْ قَبْلِنَا رَبَّنَا
وَلَا تُحَمِّلْنَا مَالَا طَاقَةَ لَنَا بِهِ وَاعْفُ عَنَّا وَاغْفِرْ لَنَا وَارْ حَمْنَا أَنْتَ مَوْلَانَا فَانْصُرْنَا عَلَى الْقَوْمِ
الْكَافِرِينَ",,"Our Lord! Punish us not if we forget or fall into error, our Lord! Lay not on us a burden like that which You did lay on those before us (Jews
and Christlans); our Lord! Put not on us a burden greater than we have strength to bear. Pardon us and grant us Forglveness. Have mercy on
us. You are our Maula (Patron, Suppor-ter and Protector, etc.) and give us victory over the disbelleving people.",Quran 2:286,Quran,
158,Azkar,Seeking forgiveness and repentance,1,0,Seeking forgiveness and repentance,1,أَسْتَغْفِرُ اللهَ الَّذِي لَا إِلَهَ إلَّاّ هُوَ الحَيُّ القَيّوُمُ وأَتُوبُ إِلَيهِ,,"I seek Allaah's forgiveness, besides whom, none has the right to be worshipped except He, The Ever Living, The Self-Subsisting and
Supporter of all, and I turn to Him in repentance.'
... Allaah would forgive him even if he was one who fled during the advance of an army.'","Abu Dawud 2/85, At-Tirmithi 5/569, and Al-Hakim who declared it authentic and Ath-Thahabi agreed with him 1/511. Al-Albani graded it
authentic in Sahih At-Tirmithi",Hadith,
159,Azkar,The Best Dua for forgiveness - Sayyidul Istaghfar,1,0,The Best Dua for forgiveness - Sayyidul Istaghfar,1,"اللَّهُمَّ أَنْتَ رَبِّي لَا إِلَهَ إِلَّا أَنْتَ خَلَقْتَنِي وَأَنَا عَبْدُكَ وَأَنَا عَلَى عَهْدِكَ وَوَعْدِكَ مَا اسْتَطَعْتُ أَعُوذُ بِكَ مِنْ شَرِّ مَا
صَنَعْتُ أَبُوءُ لَكَ بِنِعْمَتِكَ عَلَيَّ وَأَبُوءُ بِذَنْبِي فَاغْفِرْ لِي فَإِنَّهُ لَا يَغْفِرُ الذُّنُوبَ إِلَّا أَنْتَ",,"O Allah, You are my Lord, there is no god but You. You have created me and I am Your slave. And I am keeping my promise and covenant to
You as much as I can. I seek refuge with You from the evil of what I do. I acknowledge Your blessing and I acknowledge my sin, so forgive
me, for there is none who can forgive sin except You).","He (sallallahu alaihi wasallam) said, 'Whoever says these words during the day, believing in it firmly, and dies on that day before evening comes, he will be
one of the people of Paradise. And whoever says it at night, believing firmly in it, and dies before morning comes, he will be one of the people of Paradise.'
[Saheeh al-Bukhaari (6306)]",Hadith,
160,Azkar,Duas for Forgiveness,1,0,Duas for Forgiveness,1,أَسْتَغْفِرُ اللهَ الْعَظِيمَ الَّذِي لاَ إِلَهَ إِلاَّ هُوَ الْحَيُّ الْقَيُّومُ وَ أَتُوبُ إِلَيْهِ,,"I seek the forgiveness of Allah the Mighty, Whom there is none worthy of worship except Him, The Living, The Eternal, and I repent unto Him","A person who says [the words of this dua] even if he has committed sins as much as the the foam of an ocean, still he will be forgiven. [Abu Dawud-
2:85/ Tirmidhi 5:569]",Hadith,
161,Azkar,"Dua for forgiveness, paradise and refuge from hellfire",1,0,"Dua for forgiveness, paradise and refuge from hellfire",1,"اللَّهُمَّ اغْفِرْ لِي ذَنْبِي كُلَّهُ دِقَّهُ وَجِلَّهُ أَوَلَهُ وَآخِرَهُ سِرَّهُ وَعَلانِيَتَهُ اللَّهُمَّ إِنِّي أَسْأَلُكَ رِضَاكَ وَالجَنَّةَ، وَأَعُوذُ بِكَ مِنْ
سَخَطِكَ وَالنَّارِ",,"O Allaah forgive all my sins, the minute of them and the major of them, the first of them and the last of them, the ones committed secretly
and openly. O Allaah, I ask of Your pleasure and for Paradise, and I seek refuge from Your displeasure and from the Hellfire.",[Collected by Muslim],Hadith,
162,Azkar,Dhikr,1,0,Dhikr,1,أَعُوذُ بِعِزَّتِكَ الَّذِي لاَ إِلَهَ إِلاَّ أَنْتَ، الَّذِي لاَ يَمُوتُ وَالْجِنُّ وَالإِنْسُ يَمُوتُونَ,,"I seek refuge (with You) by Your Izzat (Honour, Power and Glory) Laa ilaaha illa Anta, (none has the right to be worshipped but You), Who
does not die while the jinns and the human beings die.","Sahih al-Bukhari 7383 (Book 97, Hadith 13)
Translated by Dr. Muhammad Muhsin Khan",Hadith,
163,Azkar,Dua for Allah's mercy and forgiveness,1,0,Dua for Allah's mercy and forgiveness,1,"اللهم إنِّي أسْأَلُكَ موجِبَاتِ رَحْمَتِكَ، وَعَزَائِمَ مَغْفِرَتِكَ، وَالسَّلامَةَ مِنْ كُلِّ إِثْمٍ، وَالْغَنِيْمَةَ مِنْ كُلِّ بِرِّ، وَالْفَوزَ بِالْجَنَّةِ،
وَالنَّجَاةَ مِنَ النَّارِ",,"O Allah! I beg You for that which incites Your Mercy and the means of Your forgiveness, safety from every sin, the benefit from every good
deed, success in attaining Jannah and deliverance from Fire)",[Al-Hakim]. [Riyadh as Saliheen Book 17 Hadith 1493],Hadith,
164,Azkar,The last 2 ayahs of Surah Baqarah,1,0,The last 2 ayahs of Surah Baqarah,1,"آمَنَ الرَّسُولُ بِمَا أُنْزِلَ إِلَيْهِ مِنْ رَبِّهِ وَالْمُؤْمِنُونَ كُلٌّ آمَنَ بِاللهِ وَمَلَائِكَتِهِ وَكُتُبِهِ وَرُسُلِهِ لَا نُفَرِّقُ بَيْنَ أَحَدٍ مِنْ رُسُلِهِ
وَقَالُوا سَمِعْنَا وَأَطَعْنَا غُفْرَانَكَ رَبَّنَا وَإِلَيْكَ الْمَصِيرُ ﴾ لَا يُكَلِّفُ اللهُ نَفْسًا إِلَّا وُسْعَهَا لَهَا مَا كَسَبَتْ وَعَلَيْهَا مَا
اكْتَسَبَتْ رَبَّنَا لَا تُؤَاخِذْنَا إِنْ نَسِينَا أَوْ أَخْطَأْنَا رَبَّنَا وَلَا تَحْمِلْ عَلَيْنَا إِصْرًا كَمَا حَمَلْتَهُ عَلَى الَّذِينَ مِنْ قَبْلِنَا رَبَّنَا وَلَا
تُحَمِّلْنَا مَا لَا طَاقَةً لَنَا بِهِ وَاعْفُ عَنَّا وَاغْفِرْ لَنَا وَارْحَمْنَا أَنْتَ مَوؤْلَانَا فَانْصُرْنَا عَلَى الْقَوْمِ الْكَافِرِينَ",,"The Messenger believes in what has been send down to him from his Lord, and so do the believers. Each one believes in Allah, His Angels,
His Books, and His Messengers. They say: ""We make no distinction between any of His Messengers,"" and they say: ""We hear, and we obey.
(We seek) Your Forgiveness, our Lord, and to You is the return."" Allah burdens not a person beyond what he can bear. He gets reward for that
(good) which he has earned, and he is punished for that (evil) which he has earned. Our Lord! Punish us not if we forget or fall into error. Our
Lord! Lay not on us a burden like that which You did lay on those before us. Our Lord! Put not on us a burden greater than we have strength
to bear. Pardon us and grant us forgiveness. Have mercy on us. You are our Protector, and help us against the disbelieving people.","The Prophet pl9 adle alll „Lo said, ""If somebody recited the last two Verses of Surat Al-Baqara at night, that will be sufficient for him."" [Ref: Sahih al-Bukhari
5009]",Hadith,
165,Hajj/ Umrah,Supplication said between the Yemeni corner and the black stone [at the Ka'bah],1,0,Supplication said between the Yemeni corner and the black stone [at the Ka'bah],1,رَبَّنَا آتِنَا في الدُّنْيَا حسَنَةً وفي الآخِرَةِ حسَنةً وقِنَا عذَابَ النَّارِ,,"Our Lord, grant us the good things in this world and the good things in the next life and save us from the punishment of the Fire.","Abu Dawud 2/179, Ahmad 3/411, Al-Baghawi, Sharhus-Sunnah 7/128. Al-Albani graded
Surat Al-Baqarah, 2:201.

»

it good in Sahih Abu Dawud 1/354. The Ayat is from",Hadith,
